Timestamp,Ambient,LED Group 625:625,LED Group 940:940,LED Group 525:525,Skin Temperature,Acceleration X,Acceleration Y,Acceleration Z
07.03.2018 15:11:28.728,-3394091,,,,,,,
07.03.2018 15:11:28.735,,-3317984,,,,,,
07.03.2018 15:11:28.743,,,-3296594,,,,,
07.03.2018 15:11:28.750,,,,-3224765,,,,
07.03.2018 15:11:28.758,-3388421,,,,,,,
07.03.2018 15:11:28.765,,-3311210,,,,,,
07.03.2018 15:11:28.773,,,-3289107,,,,,
07.03.2018 15:11:28.780,,,,-3217747,,,,
07.03.2018 15:11:28.788,-3381771,,,,,,,
07.03.2018 15:11:28.795,,-3305359,,,,,,
07.03.2018 15:11:28.803,,,-3284011,,,,,
07.03.2018 15:11:28.810,,,,-3213987,,,,
07.03.2018 15:11:28.818,-3377882,,,,,,,
07.03.2018 15:11:28.825,,-3302306,,,,,,
07.03.2018 15:11:28.833,,,-3281886,,,,,
07.03.2018 15:11:28.840,,,,-3213417,,,,
07.03.2018 15:11:28.848,-3379057,,,,,,,
07.03.2018 15:11:28.855,,-3303179,,,,,,
07.03.2018 15:11:28.863,,,-3282696,,,,,
07.03.2018 15:11:28.870,,,,-3214679,,,,
07.03.2018 15:11:28.878,-3380129,,,,,,,
07.03.2018 15:11:28.885,,-3304021,,,,,,
07.03.2018 15:11:28.893,,,-3284290,,,,,
07.03.2018 15:11:28.900,,,,-3217087,,,,
07.03.2018 15:11:28.908,-3384224,,,,,,,
07.03.2018 15:11:28.915,,-3307919,,,,,,
07.03.2018 15:11:28.923,,,-3288005,,,,,
07.03.2018 15:11:28.930,,,,-3220379,,,,
07.03.2018 15:11:28.938,-3384408,,,,,,,
07.03.2018 15:11:28.945,,-3307478,,,,,,
07.03.2018 15:11:28.953,,,-3286127,,,,,
07.03.2018 15:11:28.960,,,,-3218773,,,,
07.03.2018 15:11:27.637,,,,,,0.01953125,0.61328125,-0.7265625
07.03.2018 15:11:27.657,,,,,,-0.0078125,0.56640625,-0.90234375
07.03.2018 15:11:27.677,,,,,,-0.04296875,0.51171875,-0.88671875
07.03.2018 15:11:27.697,,,,,,-0.09375,0.4765625,-0.77734375
07.03.2018 15:11:27.717,,,,,,-0.06640625,0.5078125,-0.8359375
07.03.2018 15:11:27.737,,,,,,-0.10546875,0.53515625,-0.875
07.03.2018 15:11:28.968,-3383792,,,,,,,
07.03.2018 15:11:28.975,,-3307942,,,,,,
07.03.2018 15:11:28.983,,,-3287962,,,,,
07.03.2018 15:11:28.990,,,,-3220322,,,,
07.03.2018 15:11:28.998,-3386335,,,,,,,
07.03.2018 15:11:29.005,,-3308581,,,,,,
07.03.2018 15:11:29.013,,,-3288456,,,,,
07.03.2018 15:11:29.021,,,,-3221686,,,,
07.03.2018 15:11:29.028,-3386746,,,,,,,
